ts,bombeamento/vazao,decantacao/turbidez,nivel/reservatorio,pressao/linha1,qualidade/cloro,qualidade/ph
2025-09-03T17:44:00.784710+00:00,131.642,0.216,74.348,3.338,0.816,7.102
2025-09-03T17:59:00.784710+00:00,142.882,0.245,73.631,3.412,0.944,7.11
2025-09-03T18:14:00.784710+00:00,146.934,0.323,79.976,3.447,1.073,7.069
2025-09-03T18:29:00.784710+00:00,142.426,0.299,74.617,3.409,1.289,7.186
2025-09-03T18:44:00.784710+00:00,156.494,0.308,74.772,3.485,0.895,7.172
2025-09-03T18:59:00.784710+00:00,152.661,0.196,77.174,3.385,1.018,7.155
2025-09-03T19:14:00.784710+00:00,159.726,0.38,76.534,3.518,0.962,7.01
2025-09-03T19:29:00.784710+00:00,155.595,0.234,78.613,3.544,0.957,7.117
2025-09-03T19:44:00.784710+00:00,152.721,0.374,79.444,3.534,0.988,7.265
2025-09-03T19:59:00.784710+00:00,161.895,0.353,80.136,3.507,1.185,7.163
2025-09-03T20:14:00.784710+00:00,152.84,0.336,79.952,3.57,1.04,7.229
2025-09-03T20:29:00.784710+00:00,169.204,0.269,79.324,3.458,1.381,7.13
2025-09-03T20:44:00.784710+00:00,159.317,0.323,82.539,3.561,1.174,7.304
2025-09-03T20:59:00.784710+00:00,176.057,0.297,81.545,3.586,1.015,7.215
2025-09-03T21:14:00.784710+00:00,167.863,0.326,81.283,3.471,1.104,7.246
2025-09-03T21:29:00.784710+00:00,180.885,0.316,85.728,3.63,1.063,7.373
2025-09-03T21:44:00.784710+00:00,165.165,0.231,83.005,3.507,1.267,7.329
2025-09-03T21:59:00.784710+00:00,170.425,0.393,85.895,3.588,0.985,7.224
2025-09-03T22:14:00.784710+00:00,180.527,0.337,86.61,3.639,1.031,7.211
2025-09-03T22:29:00.784710+00:00,188.401,0.32,87.157,3.59,1.131,7.231
2025-09-03T22:44:00.784710+00:00,193.846,0.32,86.368,3.668,1.293,7.285
2025-09-03T22:59:00.784710+00:00,182.232,0.369,85.364,3.678,1.368,7.252
2025-09-03T23:14:00.784710+00:00,197.898,0.309,63.916,3.618,1.394,7.238
2025-09-03T23:29:00.784710+00:00,182.074,0.244,85.561,3.74,1.299,7.353
2025-09-03T23:44:00.784710+00:00,194.272,0.38,82.016,3.642,1.232,7.261
2025-09-03T23:59:00.784710+00:00,178.925,0.388,88.059,3.895,1.344,7.409
2025-09-04T00:14:00.784710+00:00,190.692,0.354,87.352,3.71,1.116,7.278
2025-09-04T00:29:00.784710+00:00,169.348,0.308,88.725,3.632,1.037,7.382
2025-09-04T00:44:00.784710+00:00,179.739,0.371,87.018,3.652,1.314,7.298
2025-09-04T00:59:00.784710+00:00,192.953,0.295,88.727,3.827,1.144,7.336
2025-09-04T01:14:00.784710+00:00,179.102,0.318,84.754,3.706,1.259,7.235
2025-09-04T01:29:00.784710+00:00,193.273,0.332,85.248,3.632,1.282,7.228
2025-09-04T01:44:00.784710+00:00,197.236,0.412,82.679,3.811,1.298,7.308
2025-09-04T01:59:00.784710+00:00,185.973,0.352,87.372,3.71,1.38,7.339
2025-09-04T02:14:00.784710+00:00,182.102,0.347,86.071,3.794,1.366,7.282
2025-09-04T02:29:00.784710+00:00,185.803,0.467,85.751,3.815,1.287,7.202
2025-09-04T02:44:00.784710+00:00,181.486,0.386,88.134,3.759,1.208,7.196
2025-09-04T02:59:00.784710+00:00,187.893,0.384,86.488,3.925,1.27,7.191
2025-09-04T03:14:00.784710+00:00,188.887,0.347,84.314,3.59,1.181,7.169
2025-09-04T03:29:00.784710+00:00,184.869,0.334,92.079,3.656,1.223,7.279
2025-09-04T03:44:00.784710+00:00,199.843,0.252,86.694,3.694,1.555,7.338
2025-09-04T03:59:00.784710+00:00,179.709,0.408,84.349,3.888,1.255,7.267
2025-09-04T04:14:00.784710+00:00,195.504,0.379,84.895,3.842,1.28,7.129
2025-09-04T04:29:00.784710+00:00,174.846,0.345,85.579,3.791,1.133,7.25
2025-09-04T04:44:00.784710+00:00,182.462,0.344,85.239,3.614,1.331,7.249
2025-09-04T04:59:00.784710+00:00,189.955,0.385,87.833,3.612,1.29,7.38
2025-09-04T05:14:00.784710+00:00,188.063,0.267,84.686,3.588,1.28,7.163
2025-09-04T05:29:00.784710+00:00,174.091,0.311,88.15,3.578,1.203,7.223
2025-09-04T05:44:00.784710+00:00,180.26,0.28,83.149,3.747,1.29,7.345
2025-09-04T05:59:00.784710+00:00,177.487,0.422,84.423,3.594,1.306,7.265
2025-09-04T06:14:00.784710+00:00,168.036,0.373,85.154,3.59,1.176,7.267
2025-09-04T06:29:00.784710+00:00,175.468,0.214,85.026,3.646,1.115,7.235
2025-09-04T06:44:00.784710+00:00,183.58,0.245,84.774,3.436,1.223,7.243
2025-09-04T06:59:00.784710+00:00,170.557,0.309,81.11,3.558,0.994,7.265
2025-09-04T07:14:00.784710+00:00,169.387,0.288,81.139,3.45,1.003,7.164
2025-09-04T07:29:00.784710+00:00,168.287,0.241,75.682,3.498,1.07,7.26
2025-09-04T07:44:00.784710+00:00,149.262,0.399,79.736,3.459,0.854,7.12
2025-09-04T07:59:00.784710+00:00,162.668,0.313,81.797,3.438,1.148,7.217
2025-09-04T08:14:00.784710+00:00,148.892,0.317,80.896,4.527,0.92,7.203
2025-09-04T08:29:00.784710+00:00,150.36,0.254,78.42,3.475,0.965,7.15
2025-09-04T08:44:00.784710+00:00,170.449,0.32,81.488,3.424,0.983,7.18
2025-09-04T08:59:00.784710+00:00,149.231,0.261,76.826,3.455,1.0,7.139
2025-09-04T09:14:00.784710+00:00,143.477,0.261,75.676,3.341,0.941,7.107
2025-09-04T09:29:00.784710+00:00,156.806,0.302,75.698,3.45,0.962,7.146
2025-09-04T09:44:00.784710+00:00,138.244,0.185,73.93,3.364,0.951,7.096
2025-09-04T09:59:00.784710+00:00,140.546,0.343,76.977,3.328,0.892,7.177
2025-09-04T10:14:00.784710+00:00,152.487,0.268,75.884,3.29,0.842,7.084
2025-09-04T10:29:00.784710+00:00,141.28,0.32,76.122,3.322,1.053,7.192
2025-09-04T10:44:00.784710+00:00,126.97,0.198,73.69,3.478,0.661,7.074
2025-09-04T10:59:00.784710+00:00,142.428,0.203,74.043,3.312,0.879,7.108
2025-09-04T11:14:00.784710+00:00,133.612,0.188,69.467,3.215,0.838,7.101
2025-09-04T11:29:00.784710+00:00,147.909,0.256,74.268,3.371,0.936,7.214
2025-09-04T11:44:00.784710+00:00,129.652,0.244,73.433,3.25,0.704,7.152
2025-09-04T11:59:00.784710+00:00,141.932,0.215,70.783,3.303,0.811,7.117
2025-09-04T12:14:00.784710+00:00,146.861,0.185,72.554,3.225,0.853,7.157
2025-09-04T12:29:00.784710+00:00,125.099,0.171,72.058,3.37,0.988,6.999
2025-09-04T12:44:00.784710+00:00,129.733,0.231,75.945,3.215,0.895,7.121
2025-09-04T12:59:00.784710+00:00,133.882,0.209,70.169,3.37,0.709,7.242
2025-09-04T13:14:00.784710+00:00,123.534,0.197,72.863,3.171,0.789,7.129
2025-09-04T13:29:00.784710+00:00,132.302,0.308,69.961,3.23,0.952,7.124
2025-09-04T13:44:00.784710+00:00,128.215,0.226,71.003,3.364,0.7,7.153
2025-09-04T13:59:00.784710+00:00,128.057,0.294,72.684,3.266,0.834,7.174
2025-09-04T14:14:00.784710+00:00,130.541,0.204,71.752,3.436,0.843,7.001
2025-09-04T14:29:00.784710+00:00,130.979,0.243,72.242,3.235,0.799,7.02
2025-09-04T14:44:00.784710+00:00,132.106,0.229,73.033,3.28,1.171,7.135
2025-09-04T14:59:00.784710+00:00,126.516,0.148,71.526,3.417,0.801,7.081
2025-09-04T15:14:00.784710+00:00,127.5,0.306,74.461,3.149,0.908,7.204
2025-09-04T15:29:00.784710+00:00,131.747,0.23,72.293,3.145,0.767,7.108
2025-09-04T15:44:00.784710+00:00,133.21,0.276,72.952,3.22,0.927,7.013
2025-09-04T15:59:00.784710+00:00,131.042,0.203,74.142,3.357,0.975,7.056
2025-09-04T16:14:00.784710+00:00,138.238,0.235,74.175,3.173,0.806,6.97
2025-09-04T16:29:00.784710+00:00,122.327,0.203,75.339,3.359,0.878,7.124
2025-09-04T16:44:00.784710+00:00,132.299,0.402,75.041,3.365,0.785,7.13
2025-09-04T16:59:00.784710+00:00,137.295,0.268,75.726,3.496,0.764,7.12
2025-09-04T17:14:00.784710+00:00,134.164,0.274,74.541,3.431,1.035,7.214
2025-09-04T17:29:00.784710+00:00,155.607,0.327,73.481,3.389,0.854,7.225
2025-09-04T17:44:00.784710+00:00,144.359,0.321,73.209,3.483,0.641,7.148
2025-09-04T17:59:00.784710+00:00,147.325,0.305,73.187,3.431,1.154,7.034
2025-09-04T18:14:00.784710+00:00,143.808,0.2,80.534,3.366,0.857,7.204
2025-09-04T18:29:00.784710+00:00,149.364,0.241,73.077,3.327,0.935,7.205
2025-09-04T18:44:00.784710+00:00,141.629,0.23,80.396,3.389,1.173,7.195
2025-09-04T18:59:00.784710+00:00,151.89,0.321,76.883,3.447,0.972,7.241
2025-09-04T19:14:00.784710+00:00,147.68,0.297,81.422,3.481,0.981,7.117
2025-09-04T19:29:00.784710+00:00,154.904,0.224,75.173,3.312,0.866,7.313
2025-09-04T19:44:00.784710+00:00,138.604,0.288,79.641,3.482,0.83,7.14
2025-09-04T19:59:00.784710+00:00,152.023,0.228,83.553,3.518,1.019,7.248
2025-09-04T20:14:00.784710+00:00,174.718,0.304,82.603,3.576,1.095,7.107
2025-09-04T20:29:00.784710+00:00,171.596,0.229,81.032,3.679,1.1,7.157
2025-09-04T20:44:00.784710+00:00,177.43,0.342,78.344,3.58,1.018,7.309
2025-09-04T20:59:00.784710+00:00,179.876,0.339,80.1,3.508,1.091,7.208
2025-09-04T21:14:00.784710+00:00,176.016,0.42,86.029,3.451,0.88,7.279
2025-09-04T21:29:00.784710+00:00,168.822,0.371,83.047,3.667,1.167,7.247
2025-09-04T21:44:00.784710+00:00,165.906,0.312,84.079,3.558,1.142,7.232
2025-09-04T21:59:00.784710+00:00,185.076,0.378,85.253,3.711,1.371,7.324
2025-09-04T22:14:00.784710+00:00,178.049,0.271,82.525,3.767,1.145,7.233
2025-09-04T22:29:00.784710+00:00,199.04,0.296,86.37,3.545,1.041,7.144
2025-09-04T22:44:00.784710+00:00,177.64,0.365,85.119,3.725,1.157,7.207
2025-09-04T22:59:00.784710+00:00,197.729,0.243,86.925,3.796,1.133,7.292
2025-09-04T23:14:00.784710+00:00,181.983,0.352,85.536,3.785,1.232,7.286
2025-09-04T23:29:00.784710+00:00,195.117,0.306,83.874,3.546,1.191,9.543
2025-09-04T23:44:00.784710+00:00,199.089,0.365,86.465,3.655,1.043,7.225
2025-09-04T23:59:00.784710+00:00,178.31,0.308,88.872,3.629,1.004,7.236
2025-09-05T00:14:00.784710+00:00,183.478,0.385,88.619,3.781,1.237,7.251
2025-09-05T00:29:00.784710+00:00,179.841,0.367,88.102,3.778,1.376,7.192
2025-09-05T00:44:00.784710+00:00,178.891,0.437,90.013,3.535,1.223,7.239
2025-09-05T00:59:00.784710+00:00,194.571,0.369,87.954,3.731,1.314,7.234
2025-09-05T01:14:00.784710+00:00,188.039,0.331,88.585,3.822,1.34,7.325
2025-09-05T01:29:00.784710+00:00,190.282,0.357,87.589,3.772,1.252,7.328
2025-09-05T01:44:00.784710+00:00,194.436,0.303,90.505,3.773,1.122,7.271
2025-09-05T01:59:00.784710+00:00,175.122,0.39,89.183,3.733,1.243,7.256
2025-09-05T02:14:00.784710+00:00,200.141,0.399,87.461,3.676,1.363,7.288
2025-09-05T02:29:00.784710+00:00,186.793,0.492,85.537,3.758,1.28,7.23
2025-09-05T02:44:00.784710+00:00,193.456,0.337,90.631,3.76,1.303,7.209
2025-09-05T02:59:00.784710+00:00,193.649,0.354,86.806,3.801,1.153,7.22
2025-09-05T03:14:00.784710+00:00,199.013,0.337,88.279,3.803,1.18,7.237
2025-09-05T03:29:00.784710+00:00,186.451,0.374,92.648,3.748,1.184,7.203
2025-09-05T03:44:00.784710+00:00,169.428,0.381,89.323,3.821,1.186,7.28
2025-09-05T03:59:00.784710+00:00,185.887,0.357,90.689,3.696,1.325,7.312
2025-09-05T04:14:00.784710+00:00,185.94,0.411,86.108,3.601,0.896,7.17
2025-09-05T04:29:00.784710+00:00,174.86,0.323,89.016,3.745,1.173,7.263
2025-09-05T04:44:00.784710+00:00,183.015,0.4,86.591,3.706,1.15,7.245
2025-09-05T04:59:00.784710+00:00,177.554,0.375,86.909,3.725,0.985,7.275
2025-09-05T05:14:00.784710+00:00,168.22,0.344,89.834,3.572,1.22,7.25
2025-09-05T05:29:00.784710+00:00,182.772,0.325,84.828,3.803,1.042,7.159
2025-09-05T05:44:00.784710+00:00,171.254,0.458,84.998,3.703,1.074,7.166
2025-09-05T05:59:00.784710+00:00,170.809,0.292,82.708,3.609,1.327,7.239
2025-09-05T06:14:00.784710+00:00,168.595,0.344,85.831,3.543,1.214,7.295
2025-09-05T06:29:00.784710+00:00,180.363,0.287,82.459,3.689,1.15,7.095
2025-09-05T06:44:00.784710+00:00,168.29,0.409,85.139,3.5,1.113,7.244
2025-09-05T06:59:00.784710+00:00,167.352,0.36,79.297,3.753,1.035,7.289
2025-09-05T07:14:00.784710+00:00,161.267,0.277,83.191,3.507,1.281,7.204
2025-09-05T07:29:00.784710+00:00,166.547,0.332,80.297,3.678,1.124,7.241
2025-09-05T07:44:00.784710+00:00,171.679,0.315,82.532,3.509,0.924,7.16
2025-09-05T07:59:00.784710+00:00,164.103,0.272,80.53,3.634,0.833,7.19
2025-09-05T08:14:00.784710+00:00,162.456,0.331,78.974,3.433,1.055,7.095
2025-09-05T08:29:00.784710+00:00,159.865,0.308,78.763,3.477,0.967,7.046
2025-09-05T08:44:00.784710+00:00,142.048,0.295,77.332,3.524,0.789,7.238
2025-09-05T08:59:00.784710+00:00,144.186,0.277,80.213,3.497,0.998,7.117
2025-09-05T09:14:00.784710+00:00,147.698,0.297,75.955,3.517,0.902,7.144
2025-09-05T09:29:00.784710+00:00,141.719,0.236,77.045,3.375,0.985,7.084
2025-09-05T09:44:00.784710+00:00,137.251,0.27,77.811,3.406,0.962,7.077
2025-09-05T09:59:00.784710+00:00,129.093,0.224,79.905,3.486,0.825,7.147
2025-09-05T10:14:00.784710+00:00,131.669,0.344,76.235,3.316,0.962,7.109
2025-09-05T10:29:00.784710+00:00,138.835,0.203,75.364,3.405,0.816,7.172
2025-09-05T10:44:00.784710+00:00,138.86,0.273,76.014,3.33,0.813,7.172
2025-09-05T10:59:00.784710+00:00,131.687,0.233,70.96,3.353,0.791,7.161
2025-09-05T11:14:00.784710+00:00,137.373,0.334,72.376,3.332,0.982,7.152
2025-09-05T11:29:00.784710+00:00,132.081,0.198,73.715,3.253,0.804,7.229
2025-09-05T11:44:00.784710+00:00,143.191,0.204,72.761,3.286,0.995,7.068
2025-09-05T11:59:00.784710+00:00,132.198,0.19,70.735,3.311,1.037,7.126
2025-09-05T12:14:00.784710+00:00,138.2,0.252,75.432,3.284,0.728,7.195
2025-09-05T12:29:00.784710+00:00,133.51,0.166,74.048,3.412,0.461,7.201
2025-09-05T12:44:00.784710+00:00,120.043,0.209,73.652,3.362,0.932,7.038
2025-09-05T12:59:00.784710+00:00,130.033,0.124,71.86,3.3,0.762,7.103
2025-09-05T13:14:00.784710+00:00,120.498,0.243,73.316,3.213,0.696,7.203
2025-09-05T13:29:00.784710+00:00,129.269,0.205,74.13,3.207,0.727,7.151
2025-09-05T13:44:00.784710+00:00,124.052,0.156,72.549,3.43,0.747,7.132
2025-09-05T13:59:00.784710+00:00,133.076,0.284,73.98,3.191,0.952,7.107
2025-09-05T14:14:00.784710+00:00,119.417,0.165,71.545,3.282,0.815,7.097
2025-09-05T14:29:00.784710+00:00,130.537,0.271,73.413,3.304,0.952,7.138
2025-09-05T14:44:00.784710+00:00,135.39,0.197,75.617,3.254,0.859,7.107
2025-09-05T14:59:00.784710+00:00,138.587,0.313,75.943,3.203,0.765,7.121
2025-09-05T15:14:00.784710+00:00,125.851,0.272,76.315,3.226,0.759,7.13
2025-09-05T15:29:00.784710+00:00,132.865,0.186,74.443,3.252,0.878,7.087
2025-09-05T15:44:00.784710+00:00,135.072,0.193,74.179,3.246,0.915,7.162
2025-09-05T15:59:00.784710+00:00,146.965,0.271,73.491,3.418,0.942,7.307
2025-09-05T16:14:00.784710+00:00,123.834,0.23,71.077,3.32,0.798,7.029
2025-09-05T16:29:00.784710+00:00,129.598,0.238,72.332,3.289,0.858,7.158
2025-09-05T16:44:00.784710+00:00,160.623,0.313,75.043,3.351,0.915,7.096
2025-09-05T16:59:00.784710+00:00,137.397,0.215,75.544,3.407,0.808,7.18
2025-09-05T17:14:00.784710+00:00,125.936,0.26,78.99,3.339,0.727,7.152
2025-09-05T17:29:00.784710+00:00,137.966,0.307,79.222,3.452,0.776,7.199
2025-09-05T17:44:00.784710+00:00,122.113,0.304,75.666,3.292,0.854,7.229
2025-09-05T17:59:00.784710+00:00,147.896,0.259,79.141,3.502,0.974,7.174
2025-09-05T18:14:00.784710+00:00,154.212,0.257,77.031,3.422,1.057,7.235
2025-09-05T18:29:00.784710+00:00,142.258,0.189,79.845,3.434,0.754,7.031
2025-09-05T18:44:00.784710+00:00,147.648,0.227,80.598,3.399,0.857,7.273
2025-09-05T18:59:00.784710+00:00,160.702,0.3,81.987,3.372,0.898,7.205
2025-09-05T19:14:00.784710+00:00,141.239,0.282,79.041,3.353,1.049,7.252
2025-09-05T19:29:00.784710+00:00,146.616,0.297,82.585,3.442,0.903,7.119
2025-09-05T19:44:00.784710+00:00,157.324,0.213,77.343,3.566,0.927,7.148
2025-09-05T19:59:00.784710+00:00,155.094,0.243,84.215,3.459,0.822,7.212
2025-09-05T20:14:00.784710+00:00,160.72,0.295,82.105,3.428,1.062,7.207
2025-09-05T20:29:00.784710+00:00,154.907,0.321,82.676,3.496,0.997,7.23
2025-09-05T20:44:00.784710+00:00,168.656,0.281,79.132,3.554,0.95,7.284
2025-09-05T20:59:00.784710+00:00,167.642,0.392,82.945,3.573,1.009,7.118
2025-09-05T21:14:00.784710+00:00,175.087,0.37,86.938,3.606,1.188,7.287
2025-09-05T21:29:00.784710+00:00,174.107,0.344,83.867,3.715,0.943,7.234
2025-09-05T21:44:00.784710+00:00,175.915,0.423,86.626,3.747,0.974,7.226
2025-09-05T21:59:00.784710+00:00,164.387,0.262,85.73,3.822,1.236,7.154
2025-09-05T22:14:00.784710+00:00,181.526,0.341,88.231,3.545,1.106,7.277
2025-09-05T22:29:00.784710+00:00,176.491,0.363,86.912,3.62,1.187,7.106
2025-09-05T22:44:00.784710+00:00,179.276,0.302,85.068,3.756,1.164,7.294
2025-09-05T22:59:00.784710+00:00,190.377,0.366,87.423,3.676,1.12,7.169
2025-09-05T23:14:00.784710+00:00,177.523,0.299,90.866,3.792,1.091,7.265
2025-09-05T23:29:00.784710+00:00,195.276,0.392,88.986,3.75,1.24,7.258
2025-09-05T23:44:00.784710+00:00,197.106,0.413,88.056,3.869,1.286,7.338
2025-09-05T23:59:00.784710+00:00,192.546,0.376,93.07,3.834,1.283,7.26
2025-09-06T00:14:00.784710+00:00,179.539,0.271,91.117,3.843,1.016,7.231
2025-09-06T00:29:00.784710+00:00,170.637,0.317,90.64,3.732,1.319,7.245
2025-09-06T00:44:00.784710+00:00,197.38,0.395,89.817,3.762,1.123,7.353
2025-09-06T00:59:00.784710+00:00,190.14,0.369,90.786,3.75,1.078,7.31
2025-09-06T01:14:00.784710+00:00,183.661,0.234,90.961,3.657,1.15,7.256
2025-09-06T01:29:00.784710+00:00,199.258,0.432,85.145,3.898,1.272,7.265
2025-09-06T01:44:00.784710+00:00,183.096,0.377,90.343,3.841,1.237,7.186
2025-09-06T01:59:00.784710+00:00,186.586,0.329,89.238,3.754,1.141,7.303
2025-09-06T02:14:00.784710+00:00,194.04,0.419,88.534,3.885,1.271,7.174
2025-09-06T02:29:00.784710+00:00,180.666,0.335,89.081,3.728,1.185,7.324
2025-09-06T02:44:00.784710+00:00,188.306,0.334,86.266,3.628,1.096,7.286
2025-09-06T02:59:00.784710+00:00,197.377,0.385,85.64,3.852,1.076,7.42
2025-09-06T03:14:00.784710+00:00,189.713,0.454,91.582,3.664,1.205,7.209
2025-09-06T03:29:00.784710+00:00,197.243,0.445,89.82,3.744,1.141,7.267
2025-09-06T03:44:00.784710+00:00,195.454,0.38,83.846,3.769,0.979,7.378
2025-09-06T03:59:00.784710+00:00,185.457,0.382,87.265,3.775,1.239,7.339
2025-09-06T04:14:00.784710+00:00,165.602,0.396,89.896,3.803,1.072,7.223
2025-09-06T04:29:00.784710+00:00,174.246,0.291,87.264,3.772,1.312,7.275
2025-09-06T04:44:00.784710+00:00,187.897,0.383,89.976,3.759,0.943,7.258
2025-09-06T04:59:00.784710+00:00,167.992,0.311,89.224,3.64,1.08,7.271
2025-09-06T05:14:00.784710+00:00,176.297,0.36,84.025,3.715,1.007,7.209
2025-09-06T05:29:00.784710+00:00,180.054,0.329,86.045,3.558,0.963,7.241
2025-09-06T05:44:00.784710+00:00,187.465,0.362,85.008,3.79,1.011,7.146
2025-09-06T05:59:00.784710+00:00,169.402,0.339,82.681,3.539,1.27,7.245
2025-09-06T06:14:00.784710+00:00,167.088,0.175,82.09,3.609,1.062,7.26
2025-09-06T06:29:00.784710+00:00,169.998,0.333,82.912,3.516,0.937,7.214
2025-09-06T06:44:00.784710+00:00,171.362,0.352,82.755,3.548,0.8,7.126
2025-09-06T06:59:00.784710+00:00,165.422,0.338,84.107,3.592,0.8,7.277
2025-09-06T07:14:00.784710+00:00,173.122,0.306,85.125,3.533,0.928,7.234
2025-09-06T07:29:00.784710+00:00,156.386,0.389,83.554,3.65,0.903,7.164
2025-09-06T07:44:00.784710+00:00,161.78,0.317,83.515,3.561,0.939,7.185
2025-09-06T07:59:00.784710+00:00,162.417,0.319,80.967,3.49,0.679,7.107
2025-09-06T08:14:00.784710+00:00,153.694,0.345,82.194,3.5,0.928,7.13
2025-09-06T08:29:00.784710+00:00,161.668,0.306,80.183,3.592,1.048,7.154
2025-09-06T08:44:00.784710+00:00,154.218,0.239,79.093,3.551,1.106,7.255
2025-09-06T08:59:00.784710+00:00,157.443,0.157,83.275,3.372,0.671,7.138
2025-09-06T09:14:00.784710+00:00,150.829,0.251,74.335,3.393,0.79,7.21
2025-09-06T09:29:00.784710+00:00,150.477,0.309,74.777,3.471,0.771,7.134
2025-09-06T09:44:00.784710+00:00,140.651,0.249,78.831,3.447,0.878,7.177
2025-09-06T09:59:00.784710+00:00,138.968,0.303,77.093,3.32,0.703,7.149
2025-09-06T10:14:00.784710+00:00,152.183,0.266,74.325,3.451,1.04,7.205
2025-09-06T10:29:00.784710+00:00,145.921,0.32,74.686,3.307,0.832,7.117
2025-09-06T10:44:00.784710+00:00,131.184,0.237,74.565,3.471,0.802,7.051
2025-09-06T10:59:00.784710+00:00,139.434,0.272,77.84,3.397,0.998,7.058
2025-09-06T11:14:00.784710+00:00,117.71,0.271,78.148,3.254,0.796,7.106
2025-09-06T11:29:00.784710+00:00,130.923,0.318,78.695,3.293,0.838,7.06
2025-09-06T11:44:00.784710+00:00,142.121,0.155,71.96,3.282,0.692,7.156
2025-09-06T11:59:00.784710+00:00,132.459,0.215,72.154,3.331,0.61,7.101
2025-09-06T12:14:00.784710+00:00,133.546,0.278,71.799,3.295,0.695,7.269
2025-09-06T12:29:00.784710+00:00,107.73,0.312,77.06,3.214,1.026,7.021
2025-09-06T12:44:00.784710+00:00,128.103,0.245,75.161,3.189,0.834,7.136
2025-09-06T12:59:00.784710+00:00,133.45,0.217,74.365,3.34,0.788,7.054
2025-09-06T13:14:00.784710+00:00,134.095,0.269,74.574,3.316,0.635,7.091
2025-09-06T13:29:00.784710+00:00,137.826,0.274,73.946,3.3,0.859,7.129
2025-09-06T13:44:00.784710+00:00,128.329,0.212,71.796,3.312,0.585,6.981
2025-09-06T13:59:00.784710+00:00,128.697,0.247,75.078,3.242,0.56,7.134
2025-09-06T14:14:00.784710+00:00,119.506,0.289,73.727,3.307,0.681,7.235
2025-09-06T14:29:00.784710+00:00,128.795,0.326,71.78,3.498,0.984,7.094
2025-09-06T14:44:00.784710+00:00,120.733,0.269,75.445,3.392,0.979,7.138
2025-09-06T14:59:00.784710+00:00,116.562,0.235,73.593,3.28,0.701,7.185
2025-09-06T15:14:00.784710+00:00,123.307,0.232,75.081,3.267,0.678,7.115
2025-09-06T15:29:00.784710+00:00,144.82,0.264,74.589,3.086,0.566,7.092
2025-09-06T15:44:00.784710+00:00,131.465,0.233,76.867,3.408,0.778,6.993
2025-09-06T15:59:00.784710+00:00,136.381,0.25,75.799,3.394,0.794,7.171
2025-09-06T16:14:00.784710+00:00,131.616,0.19,73.895,3.297,0.876,7.128
2025-09-06T16:29:00.784710+00:00,122.604,0.311,76.638,3.236,0.898,7.078
2025-09-06T16:44:00.784710+00:00,145.722,0.192,77.061,3.269,0.773,7.15
2025-09-06T16:59:00.784710+00:00,122.252,0.231,77.757,3.409,0.873,7.111
2025-09-06T17:14:00.784710+00:00,136.676,0.261,79.212,3.379,0.731,7.118
2025-09-06T17:29:00.784710+00:00,142.243,0.359,76.335,3.455,0.89,7.19
2025-09-06T17:44:00.784710+00:00,146.164,0.242,79.35,3.42,0.775,7.078
2025-09-06T17:59:00.784710+00:00,140.215,0.234,75.03,3.505,0.902,7.226
2025-09-06T18:14:00.784710+00:00,133.09,0.244,78.721,3.472,0.903,7.084
2025-09-06T18:29:00.784710+00:00,143.204,0.359,78.907,3.524,0.878,7.133
2025-09-06T18:44:00.784710+00:00,145.486,0.139,82.859,3.307,0.977,7.293
2025-09-06T18:59:00.784710+00:00,147.192,0.234,80.167,3.391,0.705,7.25
2025-09-06T19:14:00.784710+00:00,163.065,0.426,82.22,3.477,0.778,7.193
2025-09-06T19:29:00.784710+00:00,147.545,0.323,78.01,3.609,0.886,7.136
2025-09-06T19:44:00.784710+00:00,161.622,0.243,81.363,3.689,0.758,7.166
2025-09-06T19:59:00.784710+00:00,162.444,0.301,80.907,3.542,0.895,7.208
2025-09-06T20:14:00.784710+00:00,170.82,0.311,88.083,3.523,0.911,7.211
2025-09-06T20:29:00.784710+00:00,164.017,0.354,82.328,3.432,1.126,7.208
2025-09-06T20:44:00.784710+00:00,173.334,0.408,84.331,3.674,0.998,7.217
2025-09-06T20:59:00.784710+00:00,167.521,0.34,84.952,3.577,1.117,7.211
2025-09-06T21:14:00.784710+00:00,174.229,0.298,82.025,3.873,1.041,7.142
2025-09-06T21:29:00.784710+00:00,160.54,0.369,84.644,3.592,0.952,7.203
2025-09-06T21:44:00.784710+00:00,153.213,0.298,86.984,3.835,1.044,7.293
2025-09-06T21:59:00.784710+00:00,179.033,0.286,86.808,3.741,1.126,7.161
2025-09-06T22:14:00.784710+00:00,181.088,0.253,82.479,3.612,1.192,7.236
2025-09-06T22:29:00.784710+00:00,182.992,0.267,86.369,3.726,1.043,7.202
2025-09-06T22:44:00.784710+00:00,176.457,0.303,89.946,3.782,0.87,7.262
2025-09-06T22:59:00.784710+00:00,193.953,0.293,89.459,3.714,0.87,7.235
2025-09-06T23:14:00.784710+00:00,179.641,0.37,91.071,3.81,1.045,7.351
2025-09-06T23:29:00.784710+00:00,187.872,0.297,86.989,3.818,0.812,7.296
2025-09-06T23:44:00.784710+00:00,190.342,0.203,91.82,3.81,1.314,7.19
2025-09-06T23:59:00.784710+00:00,200.305,0.31,89.438,3.769,1.176,7.311
2025-09-07T00:14:00.784710+00:00,184.875,0.34,92.95,3.684,1.034,7.227
2025-09-07T00:29:00.784710+00:00,182.924,0.335,89.979,3.778,0.981,7.24
