ts,tag,value,unit,quality,meta
2025-09-01T17:29:00.784710+00:00,qualidade/ph,7.19,pH,True,"{""sim"": true}"
2025-09-01T17:29:00.784710+00:00,pressao/linha1,3.196,bar,True,"{""sim"": true}"
2025-09-01T17:29:00.784710+00:00,nivel/reservatorio,73.05,%,True,"{""sim"": true}"
2025-09-01T17:29:00.784710+00:00,bombeamento/vazao,148.553,m3/h,True,"{""sim"": true}"
2025-09-01T17:29:00.784710+00:00,qualidade/cloro,1.115,mg/L,True,"{""sim"": true}"
2025-09-01T17:29:00.784710+00:00,decantacao/turbidez,0.221,NTU,True,"{""sim"": true}"
2025-09-01T17:44:00.784710+00:00,qualidade/cloro,0.957,mg/L,True,"{""sim"": true}"
2025-09-01T17:44:00.784710+00:00,qualidade/ph,7.251,pH,True,"{""sim"": true}"
2025-09-01T17:44:00.784710+00:00,decantacao/turbidez,0.28,NTU,True,"{""sim"": true}"
2025-09-01T17:44:00.784710+00:00,pressao/linha1,3.268,bar,True,"{""sim"": true}"
2025-09-01T17:44:00.784710+00:00,nivel/reservatorio,74.016,%,True,"{""sim"": true}"
2025-09-01T17:44:00.784710+00:00,bombeamento/vazao,144.377,m3/h,True,"{""sim"": true}"
2025-09-01T17:59:00.784710+00:00,bombeamento/vazao,157.671,m3/h,True,"{""sim"": true}"
2025-09-01T17:59:00.784710+00:00,pressao/linha1,3.435,bar,True,"{""sim"": true}"
2025-09-01T17:59:00.784710+00:00,nivel/reservatorio,73.598,%,True,"{""sim"": true}"
2025-09-01T17:59:00.784710+00:00,decantacao/turbidez,0.263,NTU,True,"{""sim"": true}"
2025-09-01T17:59:00.784710+00:00,qualidade/ph,7.239,pH,True,"{""sim"": true}"
2025-09-01T17:59:00.784710+00:00,qualidade/cloro,0.887,mg/L,True,"{""sim"": true}"
2025-09-01T18:14:00.784710+00:00,qualidade/cloro,1.127,mg/L,True,"{""sim"": true}"
2025-09-01T18:14:00.784710+00:00,nivel/reservatorio,71.325,%,True,"{""sim"": true}"
2025-09-01T18:14:00.784710+00:00,decantacao/turbidez,0.218,NTU,True,"{""sim"": true}"
2025-09-01T18:14:00.784710+00:00,pressao/linha1,3.411,bar,True,"{""sim"": true}"
2025-09-01T18:14:00.784710+00:00,bombeamento/vazao,157.822,m3/h,True,"{""sim"": true}"
2025-09-01T18:14:00.784710+00:00,qualidade/ph,7.107,pH,True,"{""sim"": true}"
2025-09-01T18:29:00.784710+00:00,nivel/reservatorio,73.892,%,True,"{""sim"": true}"
2025-09-01T18:29:00.784710+00:00,decantacao/turbidez,0.245,NTU,True,"{""sim"": true}"
2025-09-01T18:29:00.784710+00:00,bombeamento/vazao,150.882,m3/h,True,"{""sim"": true}"
2025-09-01T18:29:00.784710+00:00,qualidade/cloro,1.047,mg/L,True,"{""sim"": true}"
2025-09-01T18:29:00.784710+00:00,pressao/linha1,3.282,bar,True,"{""sim"": true}"
2025-09-01T18:29:00.784710+00:00,qualidade/ph,7.272,pH,True,"{""sim"": true}"
2025-09-01T18:44:00.784710+00:00,qualidade/ph,7.145,pH,True,"{""sim"": true}"
2025-09-01T18:44:00.784710+00:00,pressao/linha1,3.35,bar,True,"{""sim"": true}"
2025-09-01T18:44:00.784710+00:00,nivel/reservatorio,76.291,%,True,"{""sim"": true}"
2025-09-01T18:44:00.784710+00:00,decantacao/turbidez,0.349,NTU,True,"{""sim"": true}"
2025-09-01T18:44:00.784710+00:00,qualidade/cloro,1.34,mg/L,True,"{""sim"": true}"
2025-09-01T18:44:00.784710+00:00,bombeamento/vazao,149.065,m3/h,True,"{""sim"": true}"
2025-09-01T18:59:00.784710+00:00,bombeamento/vazao,157.11,m3/h,True,"{""sim"": true}"
2025-09-01T18:59:00.784710+00:00,qualidade/ph,7.244,pH,True,"{""sim"": true}"
2025-09-01T18:59:00.784710+00:00,qualidade/cloro,1.358,mg/L,True,"{""sim"": true}"
2025-09-01T18:59:00.784710+00:00,decantacao/turbidez,0.294,NTU,True,"{""sim"": true}"
2025-09-01T18:59:00.784710+00:00,pressao/linha1,3.451,bar,True,"{""sim"": true}"
2025-09-01T18:59:00.784710+00:00,nivel/reservatorio,74.253,%,True,"{""sim"": true}"
2025-09-01T19:14:00.784710+00:00,bombeamento/vazao,153.538,m3/h,True,"{""sim"": true}"
2025-09-01T19:14:00.784710+00:00,qualidade/ph,7.191,pH,True,"{""sim"": true}"
2025-09-01T19:14:00.784710+00:00,qualidade/cloro,1.383,mg/L,True,"{""sim"": true}"
2025-09-01T19:14:00.784710+00:00,decantacao/turbidez,0.238,NTU,True,"{""sim"": true}"
2025-09-01T19:14:00.784710+00:00,pressao/linha1,3.362,bar,True,"{""sim"": true}"
2025-09-01T19:14:00.784710+00:00,nivel/reservatorio,77.462,%,True,"{""sim"": true}"
2025-09-01T19:29:00.784710+00:00,decantacao/turbidez,0.308,NTU,True,"{""sim"": true}"
2025-09-01T19:29:00.784710+00:00,nivel/reservatorio,76.709,%,True,"{""sim"": true}"
2025-09-01T19:29:00.784710+00:00,bombeamento/vazao,170.37,m3/h,True,"{""sim"": true}"
2025-09-01T19:29:00.784710+00:00,qualidade/ph,7.167,pH,True,"{""sim"": true}"
2025-09-01T19:29:00.784710+00:00,qualidade/cloro,1.043,mg/L,True,"{""sim"": true}"
2025-09-01T19:29:00.784710+00:00,pressao/linha1,3.43,bar,True,"{""sim"": true}"
2025-09-01T19:44:00.784710+00:00,qualidade/ph,7.089,pH,True,"{""sim"": true}"
2025-09-01T19:44:00.784710+00:00,bombeamento/vazao,159.515,m3/h,True,"{""sim"": true}"
2025-09-01T19:44:00.784710+00:00,decantacao/turbidez,0.29,NTU,True,"{""sim"": true}"
2025-09-01T19:44:00.784710+00:00,qualidade/cloro,1.237,mg/L,True,"{""sim"": true}"
2025-09-01T19:44:00.784710+00:00,pressao/linha1,3.472,bar,True,"{""sim"": true}"
2025-09-01T19:44:00.784710+00:00,nivel/reservatorio,76.742,%,True,"{""sim"": true}"
2025-09-01T19:59:00.784710+00:00,qualidade/cloro,1.286,mg/L,True,"{""sim"": true}"
2025-09-01T19:59:00.784710+00:00,nivel/reservatorio,80.099,%,True,"{""sim"": true}"
2025-09-01T19:59:00.784710+00:00,decantacao/turbidez,0.475,NTU,True,"{""sim"": true}"
2025-09-01T19:59:00.784710+00:00,pressao/linha1,3.488,bar,True,"{""sim"": true}"
2025-09-01T19:59:00.784710+00:00,bombeamento/vazao,157.606,m3/h,True,"{""sim"": true}"
2025-09-01T19:59:00.784710+00:00,qualidade/ph,7.192,pH,True,"{""sim"": true}"
2025-09-01T20:14:00.784710+00:00,pressao/linha1,3.494,bar,True,"{""sim"": true}"
2025-09-01T20:14:00.784710+00:00,nivel/reservatorio,74.768,%,True,"{""sim"": true}"
2025-09-01T20:14:00.784710+00:00,bombeamento/vazao,159.134,m3/h,True,"{""sim"": true}"
2025-09-01T20:14:00.784710+00:00,decantacao/turbidez,0.321,NTU,True,"{""sim"": true}"
2025-09-01T20:14:00.784710+00:00,qualidade/ph,7.114,pH,True,"{""sim"": true}"
2025-09-01T20:14:00.784710+00:00,qualidade/cloro,1.285,mg/L,True,"{""sim"": true}"
2025-09-01T20:29:00.784710+00:00,pressao/linha1,3.437,bar,True,"{""sim"": true}"
2025-09-01T20:29:00.784710+00:00,qualidade/ph,7.271,pH,True,"{""sim"": true}"
2025-09-01T20:29:00.784710+00:00,qualidade/cloro,1.164,mg/L,True,"{""sim"": true}"
2025-09-01T20:29:00.784710+00:00,bombeamento/vazao,155.055,m3/h,True,"{""sim"": true}"
2025-09-01T20:29:00.784710+00:00,decantacao/turbidez,0.292,NTU,True,"{""sim"": true}"
2025-09-01T20:29:00.784710+00:00,nivel/reservatorio,77.423,%,True,"{""sim"": true}"
2025-09-01T20:44:00.784710+00:00,qualidade/ph,7.309,pH,True,"{""sim"": true}"
2025-09-01T20:44:00.784710+00:00,qualidade/cloro,1.372,mg/L,True,"{""sim"": true}"
2025-09-01T20:44:00.784710+00:00,decantacao/turbidez,0.387,NTU,True,"{""sim"": true}"
2025-09-01T20:44:00.784710+00:00,nivel/reservatorio,81.762,%,True,"{""sim"": true}"
2025-09-01T20:44:00.784710+00:00,bombeamento/vazao,171.139,m3/h,True,"{""sim"": true}"
2025-09-01T20:44:00.784710+00:00,pressao/linha1,3.462,bar,True,"{""sim"": true}"
2025-09-01T20:59:00.784710+00:00,nivel/reservatorio,83.474,%,True,"{""sim"": true}"
2025-09-01T20:59:00.784710+00:00,qualidade/ph,7.175,pH,True,"{""sim"": true}"
2025-09-01T20:59:00.784710+00:00,decantacao/turbidez,0.228,NTU,True,"{""sim"": true}"
2025-09-01T20:59:00.784710+00:00,bombeamento/vazao,162.026,m3/h,True,"{""sim"": true}"
2025-09-01T20:59:00.784710+00:00,qualidade/cloro,1.231,mg/L,True,"{""sim"": true}"
2025-09-01T20:59:00.784710+00:00,pressao/linha1,3.431,bar,True,"{""sim"": true}"
2025-09-01T21:14:00.784710+00:00,qualidade/ph,7.246,pH,True,"{""sim"": true}"
2025-09-01T21:14:00.784710+00:00,bombeamento/vazao,179.233,m3/h,True,"{""sim"": true}"
2025-09-01T21:14:00.784710+00:00,pressao/linha1,3.413,bar,True,"{""sim"": true}"
2025-09-01T21:14:00.784710+00:00,qualidade/cloro,1.258,mg/L,True,"{""sim"": true}"
2025-09-01T21:14:00.784710+00:00,nivel/reservatorio,84.892,%,True,"{""sim"": true}"
2025-09-01T21:14:00.784710+00:00,decantacao/turbidez,0.329,NTU,True,"{""sim"": true}"
2025-09-01T21:29:00.784710+00:00,pressao/linha1,3.544,bar,True,"{""sim"": true}"
2025-09-01T21:29:00.784710+00:00,qualidade/ph,7.189,pH,True,"{""sim"": true}"
2025-09-01T21:29:00.784710+00:00,qualidade/cloro,1.07,mg/L,True,"{""sim"": true}"
2025-09-01T21:29:00.784710+00:00,decantacao/turbidez,0.428,NTU,True,"{""sim"": true}"
2025-09-01T21:29:00.784710+00:00,nivel/reservatorio,80.916,%,True,"{""sim"": true}"
2025-09-01T21:29:00.784710+00:00,bombeamento/vazao,161.922,m3/h,True,"{""sim"": true}"
2025-09-01T21:44:00.784710+00:00,pressao/linha1,3.633,bar,True,"{""sim"": true}"
2025-09-01T21:44:00.784710+00:00,qualidade/ph,7.2,pH,True,"{""sim"": true}"
2025-09-01T21:44:00.784710+00:00,nivel/reservatorio,82.212,%,True,"{""sim"": true}"
2025-09-01T21:44:00.784710+00:00,qualidade/cloro,1.343,mg/L,True,"{""sim"": true}"
2025-09-01T21:44:00.784710+00:00,bombeamento/vazao,175.048,m3/h,True,"{""sim"": true}"
2025-09-01T21:44:00.784710+00:00,decantacao/turbidez,0.327,NTU,True,"{""sim"": true}"
2025-09-01T21:59:00.784710+00:00,bombeamento/vazao,184.937,m3/h,True,"{""sim"": true}"
2025-09-01T21:59:00.784710+00:00,decantacao/turbidez,0.25,NTU,True,"{""sim"": true}"
2025-09-01T21:59:00.784710+00:00,qualidade/ph,7.288,pH,True,"{""sim"": true}"
2025-09-01T21:59:00.784710+00:00,pressao/linha1,3.472,bar,True,"{""sim"": true}"
2025-09-01T21:59:00.784710+00:00,qualidade/cloro,1.245,mg/L,True,"{""sim"": true}"
2025-09-01T21:59:00.784710+00:00,nivel/reservatorio,83.395,%,True,"{""sim"": true}"
2025-09-01T22:14:00.784710+00:00,nivel/reservatorio,84.757,%,True,"{""sim"": true}"
2025-09-01T22:14:00.784710+00:00,qualidade/ph,7.244,pH,True,"{""sim"": true}"
2025-09-01T22:14:00.784710+00:00,bombeamento/vazao,160.155,m3/h,True,"{""sim"": true}"
2025-09-01T22:14:00.784710+00:00,pressao/linha1,3.618,bar,True,"{""sim"": true}"
2025-09-01T22:14:00.784710+00:00,qualidade/cloro,1.343,mg/L,True,"{""sim"": true}"
2025-09-01T22:14:00.784710+00:00,decantacao/turbidez,0.321,NTU,True,"{""sim"": true}"
2025-09-01T22:29:00.784710+00:00,qualidade/ph,7.355,pH,True,"{""sim"": true}"
2025-09-01T22:29:00.784710+00:00,bombeamento/vazao,195.082,m3/h,True,"{""sim"": true}"
2025-09-01T22:29:00.784710+00:00,pressao/linha1,3.672,bar,True,"{""sim"": true}"
2025-09-01T22:29:00.784710+00:00,qualidade/cloro,1.325,mg/L,True,"{""sim"": true}"
2025-09-01T22:29:00.784710+00:00,nivel/reservatorio,83.26,%,True,"{""sim"": true}"
2025-09-01T22:29:00.784710+00:00,decantacao/turbidez,0.417,NTU,True,"{""sim"": true}"
2025-09-01T22:44:00.784710+00:00,bombeamento/vazao,177.015,m3/h,True,"{""sim"": true}"
2025-09-01T22:44:00.784710+00:00,qualidade/ph,7.226,pH,True,"{""sim"": true}"
2025-09-01T22:44:00.784710+00:00,nivel/reservatorio,84.891,%,True,"{""sim"": true}"
2025-09-01T22:44:00.784710+00:00,decantacao/turbidez,0.366,NTU,True,"{""sim"": true}"
2025-09-01T22:44:00.784710+00:00,pressao/linha1,3.475,bar,True,"{""sim"": true}"
2025-09-01T22:44:00.784710+00:00,qualidade/cloro,1.328,mg/L,True,"{""sim"": true}"
2025-09-01T22:59:00.784710+00:00,bombeamento/vazao,182.941,m3/h,True,"{""sim"": true}"
2025-09-01T22:59:00.784710+00:00,qualidade/cloro,1.31,mg/L,True,"{""sim"": true}"
2025-09-01T22:59:00.784710+00:00,nivel/reservatorio,84.34,%,True,"{""sim"": true}"
2025-09-01T22:59:00.784710+00:00,qualidade/ph,7.318,pH,True,"{""sim"": true}"
2025-09-01T22:59:00.784710+00:00,pressao/linha1,3.612,bar,True,"{""sim"": true}"
2025-09-01T22:59:00.784710+00:00,decantacao/turbidez,0.309,NTU,True,"{""sim"": true}"
2025-09-01T23:14:00.784710+00:00,decantacao/turbidez,0.32,NTU,True,"{""sim"": true}"
2025-09-01T23:14:00.784710+00:00,bombeamento/vazao,187.684,m3/h,True,"{""sim"": true}"
2025-09-01T23:14:00.784710+00:00,nivel/reservatorio,84.822,%,True,"{""sim"": true}"
2025-09-01T23:14:00.784710+00:00,qualidade/ph,7.267,pH,True,"{""sim"": true}"
2025-09-01T23:14:00.784710+00:00,pressao/linha1,3.777,bar,True,"{""sim"": true}"
2025-09-01T23:14:00.784710+00:00,qualidade/cloro,1.418,mg/L,True,"{""sim"": true}"
2025-09-01T23:29:00.784710+00:00,decantacao/turbidez,0.329,NTU,True,"{""sim"": true}"
2025-09-01T23:29:00.784710+00:00,nivel/reservatorio,82.272,%,True,"{""sim"": true}"
2025-09-01T23:29:00.784710+00:00,qualidade/cloro,1.307,mg/L,True,"{""sim"": true}"
2025-09-01T23:29:00.784710+00:00,qualidade/ph,7.313,pH,True,"{""sim"": true}"
2025-09-01T23:29:00.784710+00:00,pressao/linha1,3.699,bar,True,"{""sim"": true}"
2025-09-01T23:29:00.784710+00:00,bombeamento/vazao,190.124,m3/h,True,"{""sim"": true}"
2025-09-01T23:44:00.784710+00:00,qualidade/ph,7.241,pH,True,"{""sim"": true}"
2025-09-01T23:44:00.784710+00:00,pressao/linha1,3.515,bar,True,"{""sim"": true}"
2025-09-01T23:44:00.784710+00:00,qualidade/cloro,1.163,mg/L,True,"{""sim"": true}"
2025-09-01T23:44:00.784710+00:00,bombeamento/vazao,187.603,m3/h,True,"{""sim"": true}"
2025-09-01T23:44:00.784710+00:00,decantacao/turbidez,0.377,NTU,True,"{""sim"": true}"
2025-09-01T23:44:00.784710+00:00,nivel/reservatorio,83.753,%,True,"{""sim"": true}"
2025-09-01T23:59:00.784710+00:00,bombeamento/vazao,194.38,m3/h,True,"{""sim"": true}"
2025-09-01T23:59:00.784710+00:00,qualidade/ph,7.267,pH,True,"{""sim"": true}"
2025-09-01T23:59:00.784710+00:00,decantacao/turbidez,0.429,NTU,True,"{""sim"": true}"
2025-09-01T23:59:00.784710+00:00,pressao/linha1,3.726,bar,True,"{""sim"": true}"
2025-09-01T23:59:00.784710+00:00,nivel/reservatorio,83.639,%,True,"{""sim"": true}"
2025-09-01T23:59:00.784710+00:00,qualidade/cloro,1.412,mg/L,True,"{""sim"": true}"
2025-09-02T00:14:00.784710+00:00,qualidade/ph,7.266,pH,True,"{""sim"": true}"
2025-09-02T00:14:00.784710+00:00,pressao/linha1,3.621,bar,True,"{""sim"": true}"
2025-09-02T00:14:00.784710+00:00,nivel/reservatorio,82.55,%,True,"{""sim"": true}"
2025-09-02T00:14:00.784710+00:00,bombeamento/vazao,191.429,m3/h,True,"{""sim"": true}"
2025-09-02T00:14:00.784710+00:00,qualidade/cloro,1.252,mg/L,True,"{""sim"": true}"
2025-09-02T00:14:00.784710+00:00,decantacao/turbidez,0.416,NTU,True,"{""sim"": true}"
2025-09-02T00:29:00.784710+00:00,nivel/reservatorio,81.837,%,True,"{""sim"": true}"
2025-09-02T00:29:00.784710+00:00,qualidade/ph,7.225,pH,True,"{""sim"": true}"
2025-09-02T00:29:00.784710+00:00,qualidade/cloro,1.195,mg/L,True,"{""sim"": true}"
2025-09-02T00:29:00.784710+00:00,decantacao/turbidez,0.388,NTU,True,"{""sim"": true}"
2025-09-02T00:29:00.784710+00:00,bombeamento/vazao,202.122,m3/h,True,"{""sim"": true}"
2025-09-02T00:29:00.784710+00:00,pressao/linha1,3.742,bar,True,"{""sim"": true}"
2025-09-02T00:44:00.784710+00:00,nivel/reservatorio,84.473,%,True,"{""sim"": true}"
2025-09-02T00:44:00.784710+00:00,qualidade/cloro,1.235,mg/L,True,"{""sim"": true}"
2025-09-02T00:44:00.784710+00:00,decantacao/turbidez,0.3,NTU,True,"{""sim"": true}"
2025-09-02T00:44:00.784710+00:00,bombeamento/vazao,192.852,m3/h,True,"{""sim"": true}"
2025-09-02T00:44:00.784710+00:00,qualidade/ph,7.316,pH,True,"{""sim"": true}"
2025-09-02T00:44:00.784710+00:00,pressao/linha1,3.637,bar,True,"{""sim"": true}"
2025-09-02T00:59:00.784710+00:00,qualidade/cloro,1.394,mg/L,True,"{""sim"": true}"
2025-09-02T00:59:00.784710+00:00,nivel/reservatorio,84.94,%,True,"{""sim"": true}"
2025-09-02T00:59:00.784710+00:00,qualidade/ph,7.317,pH,True,"{""sim"": true}"
2025-09-02T00:59:00.784710+00:00,decantacao/turbidez,0.302,NTU,True,"{""sim"": true}"
2025-09-02T00:59:00.784710+00:00,pressao/linha1,3.693,bar,True,"{""sim"": true}"
2025-09-02T00:59:00.784710+00:00,bombeamento/vazao,204.907,m3/h,True,"{""sim"": true}"
2025-09-02T01:14:00.784710+00:00,nivel/reservatorio,85.793,%,True,"{""sim"": true}"
2025-09-02T01:14:00.784710+00:00,pressao/linha1,3.657,bar,True,"{""sim"": true}"
2025-09-02T01:14:00.784710+00:00,bombeamento/vazao,196.789,m3/h,True,"{""sim"": true}"
2025-09-02T01:14:00.784710+00:00,qualidade/ph,7.314,pH,True,"{""sim"": true}"
2025-09-02T01:14:00.784710+00:00,qualidade/cloro,1.351,mg/L,True,"{""sim"": true}"
2025-09-02T01:14:00.784710+00:00,decantacao/turbidez,0.396,NTU,True,"{""sim"": true}"
2025-09-02T01:29:00.784710+00:00,pressao/linha1,3.703,bar,True,"{""sim"": true}"
2025-09-02T01:29:00.784710+00:00,nivel/reservatorio,86.774,%,True,"{""sim"": true}"
2025-09-02T01:29:00.784710+00:00,decantacao/turbidez,0.302,NTU,True,"{""sim"": true}"
2025-09-02T01:29:00.784710+00:00,qualidade/ph,7.372,pH,True,"{""sim"": true}"
2025-09-02T01:29:00.784710+00:00,bombeamento/vazao,175.398,m3/h,True,"{""sim"": true}"
2025-09-02T01:29:00.784710+00:00,qualidade/cloro,1.108,mg/L,True,"{""sim"": true}"
2025-09-02T01:44:00.784710+00:00,qualidade/ph,7.367,pH,True,"{""sim"": true}"
2025-09-02T01:44:00.784710+00:00,nivel/reservatorio,86.085,%,True,"{""sim"": true}"
2025-09-02T01:44:00.784710+00:00,bombeamento/vazao,210.869,m3/h,True,"{""sim"": true}"
2025-09-02T01:44:00.784710+00:00,pressao/linha1,3.659,bar,True,"{""sim"": true}"
2025-09-02T01:44:00.784710+00:00,decantacao/turbidez,0.359,NTU,True,"{""sim"": true}"
2025-09-02T01:44:00.784710+00:00,qualidade/cloro,1.318,mg/L,True,"{""sim"": true}"
2025-09-02T01:59:00.784710+00:00,decantacao/turbidez,0.385,NTU,True,"{""sim"": true}"
2025-09-02T01:59:00.784710+00:00,pressao/linha1,3.687,bar,True,"{""sim"": true}"
2025-09-02T01:59:00.784710+00:00,qualidade/cloro,1.504,mg/L,True,"{""sim"": true}"
2025-09-02T01:59:00.784710+00:00,qualidade/ph,7.257,pH,True,"{""sim"": true}"
2025-09-02T01:59:00.784710+00:00,bombeamento/vazao,185.393,m3/h,True,"{""sim"": true}"
2025-09-02T01:59:00.784710+00:00,nivel/reservatorio,85.207,%,True,"{""sim"": true}"
2025-09-02T02:14:00.784710+00:00,qualidade/cloro,1.308,mg/L,True,"{""sim"": true}"
2025-09-02T02:14:00.784710+00:00,bombeamento/vazao,201.831,m3/h,True,"{""sim"": true}"
2025-09-02T02:14:00.784710+00:00,decantacao/turbidez,0.313,NTU,True,"{""sim"": true}"
2025-09-02T02:14:00.784710+00:00,pressao/linha1,3.61,bar,True,"{""sim"": true}"
2025-09-02T02:14:00.784710+00:00,qualidade/ph,7.302,pH,True,"{""sim"": true}"
2025-09-02T02:14:00.784710+00:00,nivel/reservatorio,83.869,%,True,"{""sim"": true}"
2025-09-02T02:29:00.784710+00:00,nivel/reservatorio,87.397,%,True,"{""sim"": true}"
2025-09-02T02:29:00.784710+00:00,decantacao/turbidez,0.318,NTU,True,"{""sim"": true}"
2025-09-02T02:29:00.784710+00:00,qualidade/ph,7.242,pH,True,"{""sim"": true}"
2025-09-02T02:29:00.784710+00:00,qualidade/cloro,1.34,mg/L,True,"{""sim"": true}"
2025-09-02T02:29:00.784710+00:00,bombeamento/vazao,189.832,m3/h,True,"{""sim"": true}"
2025-09-02T02:29:00.784710+00:00,pressao/linha1,3.741,bar,True,"{""sim"": true}"
2025-09-02T02:44:00.784710+00:00,pressao/linha1,3.713,bar,True,"{""sim"": true}"
2025-09-02T02:44:00.784710+00:00,qualidade/ph,7.279,pH,True,"{""sim"": true}"
2025-09-02T02:44:00.784710+00:00,nivel/reservatorio,85.349,%,True,"{""sim"": true}"
2025-09-02T02:44:00.784710+00:00,decantacao/turbidez,0.364,NTU,True,"{""sim"": true}"
2025-09-02T02:44:00.784710+00:00,qualidade/cloro,1.482,mg/L,True,"{""sim"": true}"
2025-09-02T02:44:00.784710+00:00,bombeamento/vazao,197.73,m3/h,True,"{""sim"": true}"
2025-09-02T02:59:00.784710+00:00,qualidade/cloro,1.449,mg/L,True,"{""sim"": true}"
2025-09-02T02:59:00.784710+00:00,nivel/reservatorio,84.561,%,True,"{""sim"": true}"
2025-09-02T02:59:00.784710+00:00,decantacao/turbidez,0.392,NTU,True,"{""sim"": true}"
2025-09-02T02:59:00.784710+00:00,qualidade/ph,7.241,pH,True,"{""sim"": true}"
2025-09-02T02:59:00.784710+00:00,bombeamento/vazao,183.233,m3/h,True,"{""sim"": true}"
2025-09-02T02:59:00.784710+00:00,pressao/linha1,3.565,bar,True,"{""sim"": true}"
2025-09-02T03:14:00.784710+00:00,bombeamento/vazao,193.122,m3/h,True,"{""sim"": true}"
2025-09-02T03:14:00.784710+00:00,qualidade/ph,7.372,pH,True,"{""sim"": true}"
2025-09-02T03:14:00.784710+00:00,qualidade/cloro,1.471,mg/L,True,"{""sim"": true}"
2025-09-02T03:14:00.784710+00:00,pressao/linha1,3.769,bar,True,"{""sim"": true}"
2025-09-02T03:14:00.784710+00:00,decantacao/turbidez,0.419,NTU,True,"{""sim"": true}"
2025-09-02T03:14:00.784710+00:00,nivel/reservatorio,84.899,%,True,"{""sim"": true}"
2025-09-02T03:29:00.784710+00:00,pressao/linha1,3.67,bar,True,"{""sim"": true}"
2025-09-02T03:29:00.784710+00:00,qualidade/ph,7.295,pH,True,"{""sim"": true}"
2025-09-02T03:29:00.784710+00:00,qualidade/cloro,1.011,mg/L,True,"{""sim"": true}"
2025-09-02T03:29:00.784710+00:00,bombeamento/vazao,185.346,m3/h,True,"{""sim"": true}"
2025-09-02T03:29:00.784710+00:00,decantacao/turbidez,0.394,NTU,True,"{""sim"": true}"
2025-09-02T03:29:00.784710+00:00,nivel/reservatorio,83.618,%,True,"{""sim"": true}"
2025-09-02T03:44:00.784710+00:00,pressao/linha1,3.69,bar,True,"{""sim"": true}"
2025-09-02T03:44:00.784710+00:00,nivel/reservatorio,83.802,%,True,"{""sim"": true}"
2025-09-02T03:44:00.784710+00:00,bombeamento/vazao,199.141,m3/h,True,"{""sim"": true}"
2025-09-02T03:44:00.784710+00:00,decantacao/turbidez,0.366,NTU,True,"{""sim"": true}"
2025-09-02T03:44:00.784710+00:00,qualidade/ph,7.258,pH,True,"{""sim"": true}"
2025-09-02T03:44:00.784710+00:00,qualidade/cloro,1.545,mg/L,True,"{""sim"": true}"
2025-09-02T03:59:00.784710+00:00,decantacao/turbidez,0.322,NTU,True,"{""sim"": true}"
2025-09-02T03:59:00.784710+00:00,qualidade/ph,7.34,pH,True,"{""sim"": true}"
2025-09-02T03:59:00.784710+00:00,nivel/reservatorio,83.488,%,True,"{""sim"": true}"
2025-09-02T03:59:00.784710+00:00,pressao/linha1,3.73,bar,True,"{""sim"": true}"
2025-09-02T03:59:00.784710+00:00,bombeamento/vazao,189.043,m3/h,True,"{""sim"": true}"
2025-09-02T03:59:00.784710+00:00,qualidade/cloro,1.406,mg/L,True,"{""sim"": true}"
2025-09-02T04:14:00.784710+00:00,bombeamento/vazao,191.936,m3/h,True,"{""sim"": true}"
2025-09-02T04:14:00.784710+00:00,pressao/linha1,3.686,bar,True,"{""sim"": true}"
2025-09-02T04:14:00.784710+00:00,nivel/reservatorio,83.759,%,True,"{""sim"": true}"
2025-09-02T04:14:00.784710+00:00,decantacao/turbidez,0.304,NTU,True,"{""sim"": true}"
2025-09-02T04:14:00.784710+00:00,qualidade/cloro,1.618,mg/L,True,"{""sim"": true}"
2025-09-02T04:14:00.784710+00:00,qualidade/ph,7.135,pH,True,"{""sim"": true}"
2025-09-02T04:29:00.784710+00:00,decantacao/turbidez,0.329,NTU,True,"{""sim"": true}"
2025-09-02T04:29:00.784710+00:00,nivel/reservatorio,85.338,%,True,"{""sim"": true}"
2025-09-02T04:29:00.784710+00:00,pressao/linha1,3.744,bar,True,"{""sim"": true}"
2025-09-02T04:29:00.784710+00:00,qualidade/cloro,1.22,mg/L,True,"{""sim"": true}"
2025-09-02T04:29:00.784710+00:00,bombeamento/vazao,165.946,m3/h,True,"{""sim"": true}"
2025-09-02T04:29:00.784710+00:00,qualidade/ph,7.141,pH,True,"{""sim"": true}"
2025-09-02T04:44:00.784710+00:00,nivel/reservatorio,84.507,%,True,"{""sim"": true}"
2025-09-02T04:44:00.784710+00:00,pressao/linha1,3.616,bar,True,"{""sim"": true}"
2025-09-02T04:44:00.784710+00:00,bombeamento/vazao,181.284,m3/h,True,"{""sim"": true}"
2025-09-02T04:44:00.784710+00:00,qualidade/cloro,1.093,mg/L,True,"{""sim"": true}"
2025-09-02T04:44:00.784710+00:00,qualidade/ph,7.306,pH,True,"{""sim"": true}"
2025-09-02T04:44:00.784710+00:00,decantacao/turbidez,0.372,NTU,True,"{""sim"": true}"
2025-09-02T04:59:00.784710+00:00,qualidade/cloro,1.296,mg/L,True,"{""sim"": true}"
2025-09-02T04:59:00.784710+00:00,nivel/reservatorio,86.427,%,True,"{""sim"": true}"
2025-09-02T04:59:00.784710+00:00,bombeamento/vazao,183.87,m3/h,True,"{""sim"": true}"
2025-09-02T04:59:00.784710+00:00,pressao/linha1,3.711,bar,True,"{""sim"": true}"
